source,target,source_label,type,target_label
PCL:0023024,PCL:0023085,Inh L1-2 VIP LBH middle temporal gyrus GABAergic interneuron (Hsap),is a,VIP-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023025,PCL:0023085,Inh L2-3 VIP CASC6 middle temporal gyrus GABAergic interneuron (Hsap),is a,VIP-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023026,PCL:0023085,Inh L2-4 VIP SPAG17 middle temporal gyrus GABAergic interneuron (Hsap),is a,VIP-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023027,PCL:0023085,Inh L1-4 VIP OPRM1 middle temporal gyrus GABAergic interneuron (Hsap),is a,VIP-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023028,PCL:0023105,Inh L3-6 SST NPY middle temporal gyrus GABAergic interneuron (Hsap),is a,LHX6 (MGE) middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023029,PCL:0023108,Inh L3-6 SST HPGD middle temporal gyrus GABAergic interneuron (Hsap),is a,SST-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023030,PCL:0023108,Inh L4-6 SST B3GAT2 middle temporal gyrus GABAergic interneuron (Hsap),is a,SST-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023031,PCL:0023108,Inh L5-6 SST KLHDC8A middle temporal gyrus GABAergic interneuron (Hsap),is a,SST-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023032,PCL:0023108,Inh L5-6 SST NPM1P10 middle temporal gyrus GABAergic interneuron (Hsap),is a,SST-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023033,PCL:0023108,Inh L4-6 SST GXYLT2 middle temporal gyrus GABAergic interneuron (Hsap),is a,SST-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023034,PCL:0023108,Inh L4-5 SST STK32A middle temporal gyrus GABAergic interneuron (Hsap),is a,SST-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023035,PCL:0023108,Inh L1-3 SST CALB1 middle temporal gyrus GABAergic interneuron (Hsap),is a,SST-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023036,PCL:0023108,Inh L3-5 SST ADGRG6 middle temporal gyrus GABAergic interneuron (Hsap),is a,SST-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023037,PCL:0023108,Inh L2-4 SST FRZB middle temporal gyrus GABAergic interneuron (Hsap),is a,SST-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023038,PCL:0023108,Inh L5-6 SST TH middle temporal gyrus GABAergic interneuron (Hsap),is a,SST-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023039,PCL:0023117,Inh L5-6 LHX6 GLP1R middle temporal gyrus GABAergic interneuron (Hsap),is a,PVALB-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023040,PCL:0023117,Inh L5-6 PVALB LGR5 middle temporal gyrus GABAergic interneuron (Hsap),is a,PVALB-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023041,PCL:0023117,Inh L4-5 PVALB MEPE middle temporal gyrus GABAergic interneuron (Hsap),is a,PVALB-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023042,PCL:0023117,Inh L2-4 PVALB WFDC2 middle temporal gyrus GABAergic interneuron (Hsap),is a,PVALB-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023043,PCL:0023117,Inh L4-6 PVALB SULF1 middle temporal gyrus GABAergic interneuron (Hsap),is a,PVALB-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023044,PCL:0023117,Inh L5-6 SST MIR548F2 middle temporal gyrus GABAergic interneuron (Hsap),is a,PVALB-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023045,PCL:0023105,Inh L2-5 PVALB SCUBE3 middle temporal gyrus GABAergic interneuron (Hsap),is a,LHX6 (MGE) middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023046,PCL:0023127,Exc L2 LAMP5 LTK middle temporal gyrus glutamatergic neuron (Hsap),is a,L2/3 IT middle temporal gyrus glutamatergic neuron (Hsap)
PCL:0023047,PCL:0023127,Exc L2-4 LINC00507 GLP2R middle temporal gyrus glutamatergic neuron (Hsap),is a,L2/3 IT middle temporal gyrus glutamatergic neuron (Hsap)
PCL:0023048,PCL:0023127,Exc L2-3 LINC00507 FREM3 middle temporal gyrus glutamatergic neuron (Hsap),is a,L2/3 IT middle temporal gyrus glutamatergic neuron (Hsap)
PCL:0023050,PCL:0023130,Exc L3-4 RORB CARM1P1 middle temporal gyrus glutamatergic neuron (Hsap),is a,L4 IT middle temporal gyrus glutamatergic neuron (Hsap)
PCL:0023051,PCL:0023130,Exc L3-5 RORB ESR1 middle temporal gyrus glutamatergic neuron (Hsap),is a,L4 IT middle temporal gyrus glutamatergic neuron (Hsap)
PCL:0023052,PCL:0023130,Exc L3-5 RORB COL22A1 middle temporal gyrus glutamatergic neuron (Hsap),is a,L4 IT middle temporal gyrus glutamatergic neuron (Hsap)
PCL:0023053,PCL:0023130,Exc L3-5 RORB FILIP1L middle temporal gyrus glutamatergic neuron (Hsap),is a,L4 IT middle temporal gyrus glutamatergic neuron (Hsap)
PCL:0023054,PCL:0023130,Exc L3-5 RORB TWIST2 middle temporal gyrus glutamatergic neuron (Hsap),is a,L4 IT middle temporal gyrus glutamatergic neuron (Hsap)
PCL:0023055,PCL:0023134,Exc L4-5 RORB FOLH1B middle temporal gyrus glutamatergic neuron (Hsap),is a,L5 IT middle temporal gyrus glutamatergic neuron (Hsap)
PCL:0023056,PCL:0023134,Exc L4-6 RORB SEMA3E middle temporal gyrus glutamatergic neuron (Hsap),is a,L5 IT middle temporal gyrus glutamatergic neuron (Hsap)
PCL:0023057,PCL:0023134,Exc L4-5 RORB DAPK2 middle temporal gyrus glutamatergic neuron (Hsap),is a,L5 IT middle temporal gyrus glutamatergic neuron (Hsap)
PCL:0023058,PCL:0023134,Exc L5-6 RORB TTC12 middle temporal gyrus glutamatergic neuron (Hsap),is a,L5 IT middle temporal gyrus glutamatergic neuron (Hsap)
PCL:0023059,PCL:0023134,Exc L4-6 RORB C1R middle temporal gyrus glutamatergic neuron (Hsap),is a,L5 IT middle temporal gyrus glutamatergic neuron (Hsap)
PCL:0023061,PCL:0023138,Exc L5-6 THEMIS DCSTAMP middle temporal gyrus glutamatergic neuron (Hsap),is a,L6 IT middle temporal gyrus glutamatergic neuron (Hsap)
PCL:0023062,PCL:0023138,Exc L5-6 THEMIS CRABP1 middle temporal gyrus glutamatergic neuron (Hsap),is a,L6 IT middle temporal gyrus glutamatergic neuron (Hsap)
PCL:0023063,PCL:0023138,Exc L5-6 THEMIS FGF10 middle temporal gyrus glutamatergic neuron (Hsap),is a,L6 IT middle temporal gyrus glutamatergic neuron (Hsap)
PCL:0023066,PCL:0023142,Exc L6 FEZF2 SCUBE1 middle temporal gyrus glutamatergic neuron (Hsap),is a,L6b middle temporal gyrus glutamatergic neuron (Hsap)
PCL:0023067,PCL:0023142,Exc L5-6 FEZF2 IL15 middle temporal gyrus glutamatergic neuron (Hsap),is a,L6b middle temporal gyrus glutamatergic neuron (Hsap)
PCL:0023068,PCL:0023142,Exc L6 FEZF2 OR2T8 middle temporal gyrus glutamatergic neuron (Hsap),is a,L6b middle temporal gyrus glutamatergic neuron (Hsap)
PCL:0023069,PCL:0023142,Exc L5-6 FEZF2 EFTUD1P1 middle temporal gyrus glutamatergic neuron (Hsap),is a,L6b middle temporal gyrus glutamatergic neuron (Hsap)
PCL:0023071,PCL:0023149,Astro L1-6 FGFR3 SLC14A1 middle temporal gyrus astrocyte (Hsap),is a,Astrocyte middle temporal gyrus glial cell (Hsap)
PCL:0023072,PCL:0023149,Astro L1-2 FGFR3 GFAP middle temporal gyrus astrocyte (Hsap),is a,Astrocyte middle temporal gyrus glial cell (Hsap)
PCL:0023080,PCL:0023079,LAMP5/PAX6-like middle temporal gyrus GABAergic interneuron (Hsap),is a,ADARB2 (CGE) middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023081,PCL:0023080,PAX6 middle temporal gyrus GABAergic interneuron (Hsap),is a,LAMP5/PAX6-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023082,PCL:0023080,LAMP5-like middle temporal gyrus GABAergic interneuron (Hsap),is a,LAMP5/PAX6-like middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023085,PCL:0023079,VIP-like middle temporal gyrus GABAergic interneuron (Hsap),is a,ADARB2 (CGE) middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023108,PCL:0023105,SST-like middle temporal gyrus GABAergic interneuron (Hsap),is a,LHX6 (MGE) middle temporal gyrus GABAergic interneuron (Hsap)
PCL:0023117,PCL:0023105,PVALB-like middle temporal gyrus GABAergic interneuron (Hsap),is a,LHX6 (MGE) middle temporal gyrus GABAergic interneuron (Hsap)
PCL:1000004,PCL:1000002,Martinotti morphology L2/3 pvalb-like sst GABAergic cortical interneuron (Mus musculus),is a,L2/3 pvalb-like sst GABAergic cortical interneuron (Mus musculus)
CL:0000028,UBERON:0001017,CNS neuron (sensu Nematoda and Protostomia),located in,central nervous system
CL:0000117,UBERON:0001017,CNS neuron (sensu Vertebrata),located in,central nervous system
CL:0000128,UBERON:0001017,oligodendrocyte,located in,central nervous system
CL:0000878,UBERON:0001017,central nervous system macrophage,located in,central nervous system
CL:0002453,UBERON:0001017,oligodendrocyte precursor cell,located in,central nervous system
CL:0002575,UBERON:0001017,central nervous system pericyte,located in,central nervous system
CL:0000059,UBERON:0005176,ameloblast,located in,tooth enamel organ
CL:0000060,UBERON:0005176,odontoblast,located in,tooth enamel organ
CL:0000061,UBERON:0005176,cementoblast,located in,tooth enamel organ
CL:0000141,UBERON:0005176,cementocyte,located in,tooth enamel organ
CL:0007000,UBERON:0005176,preameloblast,located in,tooth enamel organ
CL:0007002,UBERON:0005176,precementoblast,located in,tooth enamel organ
CL:0007003,UBERON:0005176,preodontoblast,located in,tooth enamel organ
CL:0000071,UBERON:0004638,blood vessel endothelial cell,located in,blood vessel endothelium
CL:0000080,UBERON:0000179,circulating cell,located in,haemolymphatic fluid
CL:0000082,UBERON:0000115,epithelial cell of lung,located in,lung epithelium
CL:0000132,UBERON:0001985,corneal endothelial cell,located in,corneal endothelium
CL:0000137,UBERON:0002481,osteocyte,located in,bone tissue
CL:0001040,UBERON:0002481,non-terminally differentiated osteoblast,located in,bone tissue
CL:0000152,UBERON:0002365,exocrine cell,located in,exocrine gland
CL:0000169,UBERON:0000006,type B pancreatic cell,located in,islet of Langerhans
CL:0000171,UBERON:0000006,pancreatic A cell,located in,islet of Langerhans
CL:0000173,UBERON:0000006,pancreatic D cell,located in,islet of Langerhans
CL:0002275,UBERON:0000006,pancreatic PP cell,located in,islet of Langerhans
CL:0000175,UBERON:0002512,luteal cell,located in,corpus luteum
CL:0000178,UBERON:0005212,Leydig cell,located in,Leydig cell region of testis
CL:0009091,UBERON:0005212,Leydig stem cell,located in,Leydig cell region of testis
CL:0000182,UBERON:0002107,hepatocyte,located in,liver
CL:0000632,UBERON:0002107,hepatic stellate cell,located in,liver
CL:0000684,UBERON:0002107,littoral cell of liver,located in,liver
CL:0002195,UBERON:0002107,hepatic stem cell,located in,liver
CL:0002196,UBERON:0002107,hepatic oval stem cell,located in,liver
CL:0002353,UBERON:0002107,fetal liver hematopoietic progenitor cell,located in,liver
CL:2000055,UBERON:0002107,liver dendritic cell,located in,liver
CL:0000188,UBERON:0001134,cell of skeletal muscle,located in,skeletal muscle tissue
CL:0000197,UBERON:0001032,sensory receptor cell,located in,sensory system
CL:0000242,UBERON:0002025,Merkel cell,located in,stratum basale of epidermis
CL:0000287,UBERON:0000970,eye photoreceptor cell,located in,eye
CL:0000307,UBERON:0003126,tracheal epithelial cell,located in,trachea
CL:0002600,UBERON:0003126,smooth muscle cell of trachea,located in,trachea
CL:0000312,UBERON:0001003,keratinocyte,located in,skin epidermis
CL:0002135,UBERON:0001003,nonkeratinized cell of epidermis,located in,skin epidermis
CL:0007017,UBERON:0001003,Stiftchenzellen,located in,skin epidermis
CL:0007018,UBERON:0001003,epidermal ciliary cell,located in,skin epidermis
CL:0007021,UBERON:0001003,alarm substance cell,located in,skin epidermis
CL:0007023,UBERON:0001003,flask cell,located in,skin epidermis
CL:1000428,UBERON:0001003,stem cell of epidermis,located in,skin epidermis
CL:2000000,UBERON:0001003,epidermal melanocyte,located in,skin epidermis
CL:0000315,UBERON:0001817,tear secreting cell,located in,lacrimal gland
CL:0000322,UBERON:0004821,pneumocyte,located in,pulmonary alveolus epithelium
CL:0000336,UBERON:0001236,adrenal medulla chromaffin cell,located in,adrenal medulla
CL:0000345,UBERON:0001763,dental papilla cell,located in,odontogenic papilla
CL:0000346,UBERON:0000412,hair follicle dermal papilla cell,located in,dermal papilla
CL:0000347,UBERON:0001773,scleral cell,located in,sclera
CL:0000348,UBERON:0001776,choroidal cell of the eye,located in,optic choroid
CL:2000070,UBERON:0001776,optic choroid fibroblast,located in,optic choroid
CL:0000349,UBERON:0000478,extraembryonic cell,located in,extraembryonic structure
CL:0000351,UBERON:0000358,trophoblast cell,located in,blastocyst
CL:0000359,UBERON:0002049,vascular associated smooth muscle cell,located in,vasculature
CL:0000360,UBERON:0000085,morula cell,located in,morula
CL:0000388,UBERON:0000043,tendon cell,located in,tendon
CL:0000429,UBERON:0000939,imaginal disc cell,located in,imaginal disc
CL:0000436,UBERON:0000996,vaginal lubricant secreting cell,located in,vagina
CL:0000508,UBERON:0004997,type G enteroendocrine cell,located in,mucosa of pyloric antrum
CL:0000513,UBERON:0001133,cardiac muscle myoblast,located in,cardiac muscle tissue
CL:0000561,UBERON:0000966,amacrine cell,located in,retina
CL:0000636,UBERON:0000966,Mueller cell,located in,retina
CL:0002485,UBERON:0000966,retinal melanocyte,located in,retina
CL:0002585,UBERON:0000966,retinal blood vessel endothelial cell,located in,retina
CL:4023129,UBERON:0000966,retinoblast,located in,retina
CL:4033015,UBERON:0000966,retinal astrocyte,located in,retina
CL:0000570,UBERON:0001747,parafollicular cell,located in,parenchyma of thyroid gland
CL:0000577,UBERON:0004786,type EC enteroendocrine cell,located in,gastrointestinal system mucosa
CL:0000622,UBERON:0009842,acinar cell,located in,glandular acinus
CL:0000637,UBERON:0002196,chromophil cell of anterior pituitary gland,located in,adenohypophysis
CL:0000638,UBERON:0006964,acidophil cell of pars distalis of adenohypophysis,located in,pars distalis of adenohypophysis
CL:0002177,UBERON:0006964,folliculostellate cell of pars distalis of adenohypophysis,located in,pars distalis of adenohypophysis
CL:0000645,UBERON:0002198,pituicyte,located in,neurohypophysis
CL:0000649,UBERON:0002026,prickle cell,located in,stratum spinosum of epidermis
CL:0000652,UBERON:0001905,pinealocyte,located in,pineal body
CL:0000653,UBERON:0005751,podocyte,located in,glomerular visceral epithelium
CL:0000673,UBERON:0001058,Kenyon cell,located in,mushroom body
CL:0000677,UBERON:0001277,gut absorptive cell,located in,intestinal epithelium
CL:0002563,UBERON:0001277,intestinal epithelial cell,located in,intestinal epithelium
CL:0000682,UBERON:0003929,M cell of gut,located in,digestive tract epithelium
CL:0000687,UBERON:0000971,R1 photoreceptor cell,located in,ommatidium
CL:0000690,UBERON:0000971,R2 photoreceptor cell,located in,ommatidium
CL:0000694,UBERON:0000971,R3 photoreceptor cell,located in,ommatidium
CL:0000697,UBERON:0000971,R4 photoreceptor cell,located in,ommatidium
CL:0000702,UBERON:0000971,R5 photoreceptor cell,located in,ommatidium
CL:0000705,UBERON:0000971,R6 photoreceptor cell,located in,ommatidium
CL:0000709,UBERON:0000971,R8 photoreceptor cell,located in,ommatidium
CL:0000718,UBERON:0000971,compound eye cone cell,located in,ommatidium
CL:0000708,UBERON:0003210,leptomeningeal cell,located in,blood-cerebrospinal fluid barrier
CL:0000712,UBERON:0002069,stratum granulosum cell,located in,stratum granulosum of epidermis
CL:0000731,UBERON:0000365,urothelial cell,located in,urothelium
CL:0000845,UBERON:0001251,marginal zone B cell of spleen,located in,marginal zone of spleen
CL:0000872,UBERON:0001251,splenic marginal zone macrophage,located in,marginal zone of spleen
CL:0000873,UBERON:0001251,splenic metallophillic macrophage,located in,marginal zone of spleen
CL:0000851,UBERON:0008904,neuromast mantle cell,located in,neuromast
CL:0000852,UBERON:0008904,neuromast supporting cell,located in,neuromast
CL:0000856,UBERON:0008904,neuromast hair cell,located in,neuromast
CL:0000864,UBERON:0000479,tissue-resident macrophage,located in,tissue
CL:0000865,UBERON:0004780,gastrointestinal tract (lamina propria) macrophage,located in,gastrointestinal system lamina propria
CL:0000866,UBERON:0002370,thymic macrophage,located in,thymus
CL:0000893,UBERON:0002370,thymocyte,located in,thymus
CL:0000894,UBERON:0002370,DN1 thymic pro-T cell,located in,thymus
CL:0000941,UBERON:0002370,thymic conventional dendritic cell,located in,thymus
CL:0002293,UBERON:0002370,epithelial cell of thymus,located in,thymus
CL:4030001,UBERON:0002370,stromal cell of thymus,located in,thymus
CL:0000868,UBERON:0000029,lymph node macrophage,located in,lymph node
CL:0009102,UBERON:0000029,lymph node fibroblastic reticular cell,located in,lymph node
CL:0009115,UBERON:0000029,lymph node lymphatic vessel endothelial cell,located in,lymph node
CL:0000869,UBERON:0002372,tonsillar macrophage,located in,tonsil
CL:2000006,UBERON:0002372,tonsil germinal center B cell,located in,tonsil
CL:0000870,UBERON:0001211,Peyer's patch macrophage,located in,Peyer's patch
CL:0009014,UBERON:0001211,Peyer's patch lymphocyte,located in,Peyer's patch
CL:0009015,UBERON:0001211,Peyer's patch follicular dendritic cell,located in,Peyer's patch
CL:0000877,UBERON:0001249,splenic tingible body macrophage,located in,spleen lymphoid follicle
CL:0000879,UBERON:0002360,meningeal macrophage,located in,meninx
CL:0000881,UBERON:0001981,perivascular macrophage,located in,blood vessel
CL:0019018,UBERON:0001981,blood vessel smooth muscle cell,located in,blood vessel
CL:0000882,UBERON:0002124,thymic medullary macrophage,located in,medulla of thymus
CL:0002365,UBERON:0002124,medullary thymic epithelial cell,located in,medulla of thymus
CL:0009068,UBERON:0002124,CD8aa(I) thymocyte,located in,medulla of thymus
CL:0009069,UBERON:0002124,CD8aa(II) thymocyte,located in,medulla of thymus
CL:0000883,UBERON:0002123,thymic cortical macrophage,located in,cortex of thymus
CL:0002364,UBERON:0002123,cortical thymic epithelial cell,located in,cortex of thymus
CL:0000885,UBERON:0001962,gut-associated lymphoid tissue macrophage,located in,gut-associated lymphoid tissue
CL:0000886,UBERON:0001963,nasal and broncial associated lymphoid tissue macrophage,located in,bronchial-associated lymphoid tissue
CL:0000888,UBERON:0002006,lymph node tingible body macrophage,located in,cortex of lymph node
CL:0001006,UBERON:0002067,dermal dendritic cell,located in,dermis
CL:0002482,UBERON:0002067,dermal melanocyte,located in,dermis
CL:0002551,UBERON:0002067,fibroblast of dermis,located in,dermis
CL:2000010,UBERON:0002067,dermis blood vessel endothelial cell,located in,dermis
CL:2000011,UBERON:0002067,dermis lymphatic vessel endothelial cell,located in,dermis
CL:0002060,UBERON:0002097,melanophage,located in,skin of body
CL:0002620,UBERON:0002097,skin fibroblast,located in,skin of body
CL:1000458,UBERON:0002097,melanocyte of skin,located in,skin of body
CL:0002064,UBERON:0001263,pancreatic acinar cell,located in,pancreatic acinus
CL:0002080,UBERON:0001263,pancreatic centro-acinar cell,located in,pancreatic acinus
CL:0002071,UBERON:0001278,enterocyte of epithelium of large intestine,located in,epithelium of large intestine
CL:1000320,UBERON:0001278,large intestine goblet cell,located in,epithelium of large intestine
CL:0002092,UBERON:0002371,bone marrow cell,located in,bone marrow
CL:0002096,UBERON:0009966,internodal tract myocyte,located in,internodal tract
CL:0002134,UBERON:0013192,stromal cell of ovarian medulla,located in,ovarian medulla
CL:0002138,UBERON:0001473,endothelial cell of lymphatic vessel,located in,lymphatic vessel
CL:0002554,UBERON:0001473,fibroblast of lymphatic vessel,located in,lymphatic vessel
CL:0009115,UBERON:0001473,lymph node lymphatic vessel endothelial cell,located in,lymphatic vessel
CL:0019017,UBERON:0001473,lymphatic vessel smooth muscle cell,located in,lymphatic vessel
CL:0002144,UBERON:0001915,capillary endothelial cell,located in,endothelium of capillary
CL:0002148,UBERON:0001754,dental pulp cell,located in,dental pulp
CL:0002149,UBERON:0000995,epithelial cell of uterus,located in,uterus
CL:0002601,UBERON:0000995,uterine smooth muscle cell,located in,uterus
CL:0009095,UBERON:0000995,endothelial cell of uterus,located in,uterus
CL:0002157,UBERON:0009859,endosteal cell,located in,endosteum
CL:0002162,UBERON:0002364,internal epithelial cell of tympanic membrane,located in,tympanic membrane
CL:0002166,UBERON:0011595,epithelial cell of Malassez,located in,jaw region
CL:0002169,UBERON:0001997,basal cell of olfactory epithelium,located in,olfactory epithelium
CL:0002172,UBERON:0002276,interdental cell of cochlea,located in,lamina of spiral limbus
CL:0002173,UBERON:0002321,extraglomerular mesangial cell,located in,extraglomerular mesangium
CL:0002178,UBERON:0000945,epithelial cell of stomach,located in,stomach
CL:0002180,UBERON:0001199,mucous cell of stomach,located in,mucosa of stomach
CL:0002181,UBERON:0000325,mucous neck cell of gastric gland,located in,gastric gland
CL:0002183,UBERON:0000325,stem cell of gastric gland,located in,gastric gland
CL:0002202,UBERON:0007196,epithelial cell of tracheobronchial tree,located in,tracheobronchial tree
CL:0019001,UBERON:0007196,tracheobronchial serous cell,located in,tracheobronchial tree
CL:0019002,UBERON:0007196,tracheobronchial chondrocyte,located in,tracheobronchial tree
CL:0019019,UBERON:0007196,tracheobronchial smooth muscle cell,located in,tracheobronchial tree
CL:0002205,UBERON:8600001,brush cell of lobular bronchiole,located in,epithelium of lobular bronchiole
CL:1000333,UBERON:8600001,serous cell of epithelium of lobular bronchiole,located in,epithelium of lobular bronchiole
CL:1000352,UBERON:8600001,basal cell of epithelium of lobular bronchiole,located in,epithelium of lobular bronchiole
CL:0002206,UBERON:0001958,brush cell of terminal bronchiole,located in,terminal bronchiole epithelium
CL:1000332,UBERON:0001958,serous cell of epithelium of terminal bronchiole,located in,terminal bronchiole epithelium
CL:1000350,UBERON:0001958,basal cell of epithelium of terminal bronchiole,located in,terminal bronchiole epithelium
CL:0002207,UBERON:0001901,brush cell of trachea,located in,epithelium of trachea
CL:1000329,UBERON:0001901,tracheal goblet cell,located in,epithelium of trachea
CL:1000330,UBERON:0001901,serous cell of epithelium of trachea,located in,epithelium of trachea
CL:1000348,UBERON:0001901,basal cell of epithelium of trachea,located in,epithelium of trachea
CL:1000377,UBERON:0001901,dense-core granulated cell of epithelium of trachea,located in,epithelium of trachea
CL:0002222,UBERON:0000965,vertebrate lens cell,located in,lens of camera-type eye
CL:0002224,UBERON:0001803,lens epithelial cell,located in,epithelium of lens
CL:0002232,UBERON:0002485,epithelial cell of prostatic duct,located in,prostate duct
CL:0002236,UBERON:0002485,basal epithelial cell of prostatic duct,located in,prostate duct
CL:0002237,UBERON:0002485,luminal epithelial cell of prostatic duct,located in,prostate duct
CL:0002233,UBERON:0004179,epithelial cell of prostatic acinus,located in,prostate glandular acinus
CL:0002246,UBERON:0000178,peripheral blood stem cell,located in,blood
CL:2000001,UBERON:0000178,peripheral blood mononuclear cell,located in,blood
CL:0002251,UBERON:0001555,epithelial cell of alimentary canal,located in,digestive tract
CL:0009003,UBERON:0001555,larval midgut cell,located in,digestive tract
CL:0002252,UBERON:0001043,epithelial cell of esophagus,located in,esophagus
CL:0002599,UBERON:0001043,smooth muscle cell of the esophagus,located in,esophagus
CL:0002253,UBERON:0000059,epithelial cell of large intestine,located in,large intestine
CL:1000279,UBERON:0000059,smooth muscle cell of large intestine,located in,large intestine
CL:0002254,UBERON:0002108,epithelial cell of small intestine,located in,small intestine
CL:1000275,UBERON:0002108,smooth muscle cell of small intestine,located in,small intestine
CL:0002255,UBERON:0002337,stromal cell of endometrium,located in,endometrial stroma
CL:0002301,UBERON:0002018,type B synovial cell,located in,synovial membrane of synovial joint
CL:0002302,UBERON:0002018,type A synovial cell,located in,synovial membrane of synovial joint
CL:0002303,UBERON:0001778,pigmented ciliary epithelial cell,located in,ciliary epithelium
CL:0002304,UBERON:0001778,non-pigmented ciliary epithelial cell,located in,ciliary epithelium
CL:0002308,UBERON:0002419,epithelial cell of skin gland,located in,skin gland
CL:0002315,UBERON:0001844,supporting cell of cochlea,located in,cochlea
CL:0002316,UBERON:0001862,supporting cell of vestibular epithelium,located in,vestibular labyrinth
CL:0002325,UBERON:0003214,mammary alveolar cell,located in,mammary gland alveolus
CL:1000418,UBERON:0003214,myoepithelial cell of lactiferous alveolus,located in,mammary gland alveolus
CL:0002328,UBERON:0002031,bronchial epithelial cell,located in,epithelium of bronchus
CL:1000331,UBERON:0002031,serous cell of epithelium of bronchus,located in,epithelium of bronchus
CL:0002359,UBERON:0001987,placental hematopoietic stem cell,located in,placenta
CL:0002558,UBERON:0001987,fibroblast of villous mesenchyme,located in,placenta
CL:0002577,UBERON:0001987,placental epithelial cell,located in,placenta
CL:0009093,UBERON:0001987,smooth muscle cell of placenta,located in,placenta
CL:2000061,UBERON:0001987,placental amniotic mesenchymal stromal cell,located in,placenta
CL:2000078,UBERON:0001987,placental pericyte,located in,placenta
CL:0002363,UBERON:0001777,keratocyte,located in,substantia propria of cornea
CL:0002366,UBERON:0001296,myometrial cell,located in,myometrium
CL:0002367,UBERON:0005969,trabecular meshwork cell,located in,eye trabecular meshwork
CL:0002370,UBERON:0004802,respiratory goblet cell,located in,respiratory tract epithelium
CL:4030034,UBERON:0004802,respiratory ciliated cell,located in,respiratory tract epithelium
CL:4033044,UBERON:0004802,deuterosomal cell,located in,respiratory tract epithelium
CL:4033048,UBERON:0004802,respiratory suprabasal cell,located in,respiratory tract epithelium
CL:0002374,UBERON:0001690,ear hair cell,located in,ear
CL:0002480,UBERON:0005384,nasal mucosa goblet cell,located in,nasal cavity epithelium
CL:0002486,UBERON:0002282,strial intermediate cell,located in,stria vascularis of cochlear duct
CL:0002493,UBERON:0002282,strial basal cell,located in,stria vascularis of cochlear duct
CL:0002490,UBERON:0002227,organ of Corti supporting cell,located in,spiral organ of cochlea
CL:4023120,UBERON:0002227,cochlea auditory hair cell,located in,spiral organ of cochlea
CL:0002499,UBERON:0004021,spongiotrophoblast cell,located in,spongiotrophoblast layer
CL:0002504,UBERON:0000160,enteric smooth muscle cell,located in,intestine
CL:0002521,UBERON:0002190,subcutaneous fat cell,located in,subcutaneous adipose tissue
CL:0002535,UBERON:0004801,epithelial cell of cervix,located in,cervix epithelium
CL:0002538,UBERON:0004823,intrahepatic cholangiocyte,located in,intrahepatic bile duct epithelium
CL:0002539,UBERON:0004178,aortic smooth muscle cell,located in,aorta smooth muscle tissue
CL:0002545,UBERON:0001515,thoracic aorta endothelial cell,located in,thoracic aorta
CL:0002547,UBERON:0004664,fibroblast of the aortic adventitia,located in,aorta tunica adventitia
CL:0002548,UBERON:0000948,fibroblast of cardiac tissue,located in,heart
CL:0010008,UBERON:0000948,cardiac endothelial cell,located in,heart
CL:0010020,UBERON:0000948,cardiac glial cell,located in,heart
CL:0002550,UBERON:0001811,fibroblast of the conjunctiva,located in,conjunctiva
CL:1000432,UBERON:0001811,conjunctival epithelial cell,located in,conjunctiva
CL:0002552,UBERON:0001828,fibroblast of gingiva,located in,gingiva
CL:0002556,UBERON:0001758,fibroblast of periodontium,located in,periodontium
CL:0002557,UBERON:0002012,fibroblast of pulmonary artery,located in,pulmonary artery
CL:0002591,UBERON:0002012,smooth muscle cell of the pulmonary artery,located in,pulmonary artery
CL:0002559,UBERON:0002073,hair follicle cell,located in,hair follicle
CL:0002562,UBERON:0006004,hair germinal matrix cell,located in,hair follicle matrix region
CL:0002564,UBERON:0002242,nucleus pulposus cell of intervertebral disc,located in,nucleus pulposus
